day,channel_name,spend
2022-02-03,YouTube,740.16
2022-02-04,Google Ads,1252.48
2022-02-04,Facebook Ads,1022.35
2022-02-04,LinkedIn,695.49
2022-02-04,Instagram,784.77
2022-02-04,Email,682.61
2022-02-04,YouTube,1277.56
2022-02-05,Google Ads,1127.95
2022-02-05,Facebook Ads,371.56
2022-02-05,LinkedIn,940.39
2022-02-05,Instagram,1290.26
2022-02-05,Email,788.99
2022-02-05,YouTube,1523.06
2022-02-06,Google Ads,1209.67
2022-02-06,Facebook Ads,824.71
2022-02-06,LinkedIn,1062.03
2022-02-06,Instagram,1243.38
2022-02-06,Email,1514.91
2022-02-06,YouTube,1396.04
2022-02-07,Google Ads,1382.18
2022-02-07,Facebook Ads,971.12
2022-02-07,LinkedIn,1269.38
2022-02-07,Instagram,1082.06
2022-02-07,Email,471.75
2022-02-07,YouTube,1229.19
2022-02-08,Google Ads,1835.91
2022-02-08,Facebook Ads,1247.93
2022-02-08,LinkedIn,1421.76
2022-02-08,Instagram,1832.18
2022-02-08,Email,1224.92
2022-02-08,YouTube,936.5
2022-02-09,Google Ads,1319.78
2022-02-09,Facebook Ads,957.8
2022-02-09,LinkedIn,1788.19
2022-02-09,Instagram,943.51
2022-02-09,Email,1092.58
2022-02-09,YouTube,1069.48
2022-02-10,Google Ads,1223.07
2022-02-10,Facebook Ads,933.88
2022-02-10,LinkedIn,1017.35
2022-02-10,Instagram,902.57
2022-02-10,Email,685.54
2022-02-10,YouTube,1561.46
2022-02-11,Google Ads,1216.32
2022-02-11,Facebook Ads,1097.0
2022-02-11,LinkedIn,1388.53
2022-02-11,Instagram,1239.44
2022-02-11,Email,1511.97
2022-02-11,YouTube,1401.59
2022-02-12,Google Ads,354.53
2022-02-12,Facebook Ads,950.43
2022-02-12,LinkedIn,1181.71
2022-02-12,Instagram,867.89
2022-02-12,Email,1801.33
2022-02-12,YouTube,1298.15
2022-02-13,Google Ads,1315.19
2022-02-13,Facebook Ads,1367.92
2022-02-13,LinkedIn,1119.75
2022-02-13,Instagram,1413.37
2022-02-13,Email,1432.24
2022-02-13,YouTube,1145.45
2022-02-14,Google Ads,1360.57
2022-02-14,Facebook Ads,1223.28
2022-02-14,LinkedIn,872.13
2022-02-14,Instagram,1399.07
2022-02-14,Email,1030.67
2022-02-14,YouTube,1082.0
2022-02-15,Google Ads,833.36
2022-02-15,Facebook Ads,1293.52
2022-02-15,LinkedIn,1414.82
2022-02-15,Instagram,1290.99
2022-02-15,Email,637.38
2022-02-15,YouTube,1921.67
2022-02-16,Google Ads,1326.0
2022-02-16,Facebook Ads,1411.04
2022-02-16,LinkedIn,1119.04
2022-02-16,Instagram,930.29
2022-02-16,Email,1134.23
2022-02-16,YouTube,1251.22
2022-02-17,Google Ads,1427.55
2022-02-17,Facebook Ads,1329.15
2022-02-17,LinkedIn,955.77
2022-02-17,Instagram,1429.59
2022-02-17,Email,1151.57
2022-02-17,YouTube,1174.29
2022-02-18,Google Ads,1504.62
2022-02-18,Facebook Ads,1113.23
2022-02-18,LinkedIn,908.69
2022-02-18,Instagram,1022.92
2022-02-18,Email,890.0
2022-02-18,YouTube,949.73
2022-02-19,Google Ads,802.9
2022-02-19,Facebook Ads,1034.88
2022-02-19,LinkedIn,657.8
2022-02-19,Instagram,414.95
2022-02-19,Email,1177.9
2022-02-19,YouTube,1242.75
2022-02-20,Google Ads,570.34
2022-02-20,Facebook Ads,1196.05
2022-02-20,LinkedIn,1185.88
2022-02-20,Instagram,1161.48
2022-02-20,Email,1180.26
2022-02-20,YouTube,581.61
2022-02-21,Google Ads,1653.23
2022-02-21,Facebook Ads,1772.26
2022-02-21,LinkedIn,1568.44
2022-02-21,Instagram,1005.15
2022-02-21,Email,1313.18
2022-02-21,YouTube,1234.64
2022-02-22,Google Ads,905.88
2022-02-22,Facebook Ads,1165.73
2022-02-22,LinkedIn,748.14
2022-02-22,Instagram,2071.11
2022-02-22,Email,1401.55
2022-02-22,YouTube,759.37
2022-02-23,Google Ads,970.91
2022-02-23,Facebook Ads,1059.22
2022-02-23,LinkedIn,800.5
2022-02-23,Instagram,839.68
2022-02-23,Email,1649.95
2022-02-23,YouTube,1299.64
2022-02-24,Google Ads,846.45
2022-02-24,Facebook Ads,1084.51
2022-02-24,LinkedIn,1512.37
2022-02-24,Instagram,1206.56
2022-02-24,Email,1007.7
2022-02-24,YouTube,1198.6
2022-02-25,Google Ads,629.85
2022-02-25,Facebook Ads,1194.59
2022-02-25,LinkedIn,1507.61
2022-02-25,Instagram,1574.25
2022-02-25,Email,1289.1
2022-02-25,YouTube,1482.26
2022-02-26,Google Ads,1450.4
2022-02-26,Facebook Ads,566.96
2022-02-26,LinkedIn,1346.81
2022-02-26,Instagram,1110.81
2022-02-26,Email,848.23
2022-02-26,YouTube,1219.57
2022-02-27,Google Ads,1275.58
2022-02-27,Facebook Ads,1136.53
2022-02-27,LinkedIn,653.07
2022-02-27,Instagram,1098.95
2022-02-27,Email,1213.03
2022-02-27,YouTube,1176.71
2022-02-28,Google Ads,349.85
2022-02-28,Facebook Ads,743.66
2022-02-28,LinkedIn,795.1
2022-02-28,Instagram,956.61
2022-02-28,Email,1150.61
2022-02-28,YouTube,905.8
2022-03-01,Google Ads,675.74
2022-03-01,Facebook Ads,1202.15
2022-03-01,LinkedIn,1254.84
2022-03-01,Instagram,651.54
2022-03-01,Email,1236.1
2022-03-01,YouTube,1231.44
2022-03-02,Google Ads,702.9
2022-03-02,Facebook Ads,1550.28
2022-03-02,LinkedIn,1075.92
2022-03-02,Instagram,1249.44
2022-03-02,Email,1573.56
2022-03-02,YouTube,1530.5
2022-03-03,Google Ads,987.78
2022-03-03,Facebook Ads,1620.9
2022-03-03,LinkedIn,907.11
2022-03-03,Instagram,818.82
2022-03-03,Email,1308.46
2022-03-03,YouTube,1046.14
2022-03-04,Google Ads,1293.47
2022-03-04,Facebook Ads,688.98
2022-03-04,LinkedIn,906.67
2022-03-04,Instagram,1166.2
2022-03-04,Email,770.65
2022-03-04,YouTube,1313.14
2022-03-05,Google Ads,987.02
2022-03-05,Facebook Ads,1496.05
2022-03-05,LinkedIn,855.83
2022-03-05,Instagram,1215.34
2022-03-05,Email,1412.39
2022-03-05,YouTube,1274.06
2022-03-06,Google Ads,1004.46
2022-03-06,Facebook Ads,1189.99
2022-03-06,LinkedIn,358.13
2022-03-06,Instagram,832.36
2022-03-06,Email,1263.95
2022-03-06,YouTube,1000.65
2022-03-07,Google Ads,1905.16
2022-03-07,Facebook Ads,1911.15
2022-03-07,LinkedIn,872.0
2022-03-07,Instagram,1620.22
2022-03-07,Email,1034.53
2022-03-07,YouTube,850.17
2022-03-08,Google Ads,1051.42
2022-03-08,Facebook Ads,889.3
2022-03-08,LinkedIn,1586.1
2022-03-08,Instagram,1275.75
2022-03-08,Email,1054.0
2022-03-08,YouTube,1100.28
2022-03-09,Google Ads,1127.37
2022-03-09,Facebook Ads,1367.78
2022-03-09,LinkedIn,563.15
2022-03-09,Instagram,1023.58
2022-03-09,Email,1188.65
2022-03-09,YouTube,2141.35
2022-03-10,Google Ads,2002.45
2022-03-10,Facebook Ads,1585.75
2022-03-10,LinkedIn,1025.78
2022-03-10,Instagram,1201.35
2022-03-10,Email,1072.19
2022-03-10,YouTube,816.47
2022-03-11,Google Ads,732.86
2022-03-11,Facebook Ads,1499.64
2022-03-11,LinkedIn,801.15
2022-03-11,Instagram,796.87
2022-03-11,Email,1454.45
2022-03-11,YouTube,1254.22
2022-03-12,Google Ads,1264.65
2022-03-12,Facebook Ads,1602.97
2022-03-12,LinkedIn,1198.97
2022-03-12,Instagram,920.03
2022-03-12,Email,1159.35
2022-03-12,YouTube,996.74
2022-03-13,Google Ads,1947.11
2022-03-13,Facebook Ads,1004.29
2022-03-13,LinkedIn,918.79
2022-03-13,Instagram,838.46
2022-03-13,Email,1385.94
2022-03-13,YouTube,1031.0
2022-03-14,Google Ads,1054.0
2022-03-14,Facebook Ads,977.1
2022-03-14,LinkedIn,1621.71
2022-03-14,Instagram,739.91
2022-03-14,Email,1318.47
2022-03-14,YouTube,716.81
2022-03-15,Google Ads,1093.34
2022-03-15,Facebook Ads,1430.19
2022-03-15,LinkedIn,1212.32
2022-03-15,Instagram,410.07
2022-03-15,Email,994.7
2022-03-15,YouTube,978.57
2022-03-16,Google Ads,1662.74
2022-03-16,Facebook Ads,1151.25
2022-03-16,LinkedIn,337.48
2022-03-16,Instagram,675.66
2022-03-16,Email,1450.9
2022-03-16,YouTube,680.76
2022-03-17,Google Ads,1297.7
2022-03-17,Facebook Ads,999.79
2022-03-17,LinkedIn,1266.11
2022-03-17,Instagram,1317.57
2022-03-17,Email,1309.71
2022-03-17,YouTube,1261.47
2022-03-18,Google Ads,1278.07
2022-03-18,Facebook Ads,1087.27
2022-03-18,LinkedIn,953.35
2022-03-18,Instagram,1424.14
2022-03-18,Email,595.69
2022-03-18,YouTube,1142.96
2022-03-19,Google Ads,1809.42
2022-03-19,Facebook Ads,878.49
2022-03-19,LinkedIn,1115.55
2022-03-19,Instagram,794.02
2022-03-19,Email,417.19
2022-03-19,YouTube,1724.24
2022-03-20,Google Ads,1204.36
2022-03-20,Facebook Ads,1179.82
2022-03-20,LinkedIn,704.78
2022-03-20,Instagram,1448.23
2022-03-20,Email,962.86
2022-03-20,YouTube,1193.54
2022-03-21,Google Ads,1122.21
2022-03-21,Facebook Ads,1083.2
2022-03-21,LinkedIn,694.09
2022-03-21,Instagram,990.74
2022-03-21,Email,807.53
2022-03-21,YouTube,530.02
2022-03-22,Google Ads,1712.43
2022-03-22,Facebook Ads,725.07
2022-03-22,LinkedIn,1751.78
2022-03-22,Instagram,1336.55
2022-03-22,Email,1109.7
2022-03-22,YouTube,1842.77
2022-03-23,Google Ads,968.55
2022-03-23,Facebook Ads,1034.75
2022-03-23,LinkedIn,1177.85
2022-03-23,Instagram,1477.68
2022-03-23,Email,1026.15
2022-03-23,YouTube,1337.34
2022-03-24,Google Ads,1454.84
2022-03-24,Facebook Ads,640.01
2022-03-24,LinkedIn,1548.33
2022-03-24,Instagram,1441.3
2022-03-24,Email,1217.58
2022-03-24,YouTube,1315.34
2022-03-25,Google Ads,1105.08
2022-03-25,Facebook Ads,1055.05
2022-03-25,LinkedIn,867.05
2022-03-25,Instagram,1403.76
2022-03-25,Email,1009.76
2022-03-25,YouTube,1666.49
2022-03-26,Google Ads,848.53
2022-03-26,Facebook Ads,1433.51
2022-03-26,LinkedIn,882.67
2022-03-26,Instagram,496.4
2022-03-26,Email,1807.03
2022-03-26,YouTube,551.16
2022-03-27,Google Ads,1497.83
2022-03-27,Facebook Ads,909.48
2022-03-27,LinkedIn,2102.69
2022-03-27,Instagram,1027.37
2022-03-27,Email,1524.85
2022-03-27,YouTube,1111.49
2022-03-28,Google Ads,1390.35
2022-03-28,Facebook Ads,1135.83
2022-03-28,LinkedIn,1185.01
2022-03-28,Instagram,1061.76
2022-03-28,Email,1117.88
2022-03-28,YouTube,1614.21
2022-03-29,Google Ads,1430.76
2022-03-29,Facebook Ads,651.61
2022-03-29,LinkedIn,1754.76
2022-03-29,Instagram,642.7
2022-03-29,Email,1430.28
2022-03-29,YouTube,1374.05
2022-03-30,Google Ads,1381.05
2022-03-30,Facebook Ads,1622.06
2022-03-30,LinkedIn,857.05
2022-03-30,Instagram,833.28
2022-03-30,Email,979.21
2022-03-30,YouTube,1163.03
2022-03-31,Google Ads,1527.05
2022-03-31,Facebook Ads,986.27
2022-03-31,LinkedIn,1138.57
2022-03-31,Instagram,1018.72
2022-03-31,Email,1625.73
2022-03-31,YouTube,762.88
2022-04-01,Google Ads,668.4
2022-04-01,Facebook Ads,1296.14
2022-04-01,LinkedIn,1475.99
2022-04-01,Instagram,1366.93
2022-04-01,Email,751.52
2022-04-01,YouTube,1066.1
2022-04-02,Google Ads,1423.77
2022-04-02,Facebook Ads,862.2
2022-04-02,LinkedIn,1702.41
2022-04-02,Instagram,822.96
2022-04-02,Email,1284.43
2022-04-02,YouTube,986.84
2022-04-03,Google Ads,429.16
2022-04-03,Facebook Ads,1212.91
2022-04-03,LinkedIn,1774.78
2022-04-03,Instagram,1031.86
2022-04-03,Email,1195.27
2022-04-03,YouTube,631.73
2022-04-04,Google Ads,724.15
2022-04-04,Facebook Ads,1814.91
2022-04-04,LinkedIn,1309.75
2022-04-04,Instagram,1688.56
2022-04-04,Email,1085.94
2022-04-04,YouTube,693.23
2022-04-05,Google Ads,678.19
2022-04-05,Facebook Ads,1358.82
2022-04-05,LinkedIn,950.63
2022-04-05,Instagram,1122.21
2022-04-05,Email,1239.44
2022-04-05,YouTube,848.64
2022-04-06,Google Ads,999.68
2022-04-06,Facebook Ads,1332.75
2022-04-06,LinkedIn,1086.57
2022-04-06,Instagram,1896.12
2022-04-06,Email,972.55
2022-04-06,YouTube,1394.11
2022-04-07,Google Ads,1378.46
2022-04-07,Facebook Ads,1202.42
2022-04-07,LinkedIn,2484.75
2022-04-07,Instagram,776.07
2022-04-07,Email,1445.97
2022-04-07,YouTube,1075.0
2022-04-08,Google Ads,1791.8
2022-04-08,Facebook Ads,1043.63
2022-04-08,LinkedIn,661.66
2022-04-08,Instagram,1425.58
2022-04-08,Email,1266.35
2022-04-08,YouTube,1537.52
2022-04-09,Google Ads,1536.13
2022-04-09,Facebook Ads,697.54
2022-04-09,LinkedIn,1211.72
2022-04-09,Instagram,1684.22
2022-04-09,Email,1447.59
2022-04-09,YouTube,1347.97
2022-04-10,Google Ads,1742.86
2022-04-10,Facebook Ads,1244.37
2022-04-10,LinkedIn,952.4
2022-04-10,Instagram,1483.42
2022-04-10,Email,854.17
2022-04-10,YouTube,943.92
2022-04-11,Google Ads,1273.31
2022-04-11,Facebook Ads,1285.05
2022-04-11,LinkedIn,818.01
2022-04-11,Instagram,1415.4
2022-04-11,Email,961.43
2022-04-11,YouTube,1105.09
2022-04-12,Google Ads,1374.68
2022-04-12,Facebook Ads,926.98
2022-04-12,LinkedIn,952.91
2022-04-12,Instagram,1804.7
2022-04-12,Email,1408.39
2022-04-12,YouTube,1440.23
2022-04-13,Google Ads,1745.6
2022-04-13,Facebook Ads,1327.52
2022-04-13,LinkedIn,604.64
2022-04-13,Instagram,995.7
2022-04-13,Email,1734.76
2022-04-13,YouTube,1096.91
2022-04-14,Google Ads,508.74
2022-04-14,Facebook Ads,2148.76
2022-04-14,LinkedIn,1461.85
2022-04-14,Instagram,1115.86
2022-04-14,Email,1277.32
2022-04-14,YouTube,1135.46
2022-04-15,Google Ads,1706.63
2022-04-15,Facebook Ads,1373.35
2022-04-15,LinkedIn,876.2
2022-04-15,Instagram,872.04
2022-04-15,Email,1808.99
2022-04-15,YouTube,955.37
2022-04-16,Google Ads,1304.89
2022-04-16,Facebook Ads,458.91
2022-04-16,LinkedIn,1432.88
2022-04-16,Instagram,1381.12
2022-04-16,Email,782.97
2022-04-16,YouTube,987.38
2022-04-17,Google Ads,1469.15
2022-04-17,Facebook Ads,1360.17
2022-04-17,LinkedIn,198.47
2022-04-17,Instagram,750.57
2022-04-17,Email,948.53
2022-04-17,YouTube,980.06
2022-04-18,Google Ads,1388.67
2022-04-18,Facebook Ads,1061.13
2022-04-18,LinkedIn,1637.67
2022-04-18,Instagram,1847.42
2022-04-18,Email,1003.91
2022-04-18,YouTube,1311.53
2022-04-19,Google Ads,1280.45
2022-04-19,Facebook Ads,1560.18
2022-04-19,LinkedIn,808.63
2022-04-19,Instagram,1448.81
2022-04-19,Email,1777.66
2022-04-19,YouTube,1109.85
2022-04-20,Google Ads,1762.05
2022-04-20,Facebook Ads,1111.23
2022-04-20,LinkedIn,1287.73
2022-04-20,Instagram,524.16
2022-04-20,Email,1399.03
2022-04-20,YouTube,771.21
2022-04-21,Google Ads,1385.58
2022-04-21,Facebook Ads,1228.41
2022-04-21,LinkedIn,1205.71
2022-04-21,Instagram,891.56
2022-04-21,Email,1534.76
2022-04-21,YouTube,1220.91
2022-04-22,Google Ads,1046.78
2022-04-22,Facebook Ads,1346.33
2022-04-22,LinkedIn,884.82
2022-04-22,Instagram,1175.12
2022-04-22,Email,1043.2
2022-04-22,YouTube,1758.82
2022-04-23,Google Ads,1512.84
2022-04-23,Facebook Ads,1575.14
2022-04-23,LinkedIn,1551.5
2022-04-23,Instagram,1610.64
2022-04-23,Email,575.44
2022-04-23,YouTube,1623.62
2022-04-24,Google Ads,1575.92
2022-04-24,Facebook Ads,1541.46
2022-04-24,LinkedIn,1339.59
2022-04-24,Instagram,1380.16
2022-04-24,Email,1206.73
2022-04-24,YouTube,1076.57
2022-04-25,Google Ads,1317.43
2022-04-25,Facebook Ads,1248.25
2022-04-25,LinkedIn,1638.31
2022-04-25,Instagram,1596.77
2022-04-25,Email,1465.84
2022-04-25,YouTube,1433.71
2022-04-26,Google Ads,1470.66
2022-04-26,Facebook Ads,1229.27
2022-04-26,LinkedIn,1055.75
2022-04-26,Instagram,2201.22
2022-04-26,Email,1341.64
2022-04-26,YouTube,1089.8
2022-04-27,Google Ads,596.93
2022-04-27,Facebook Ads,1178.53
2022-04-27,LinkedIn,1401.31
2022-04-27,Instagram,1242.48
2022-04-27,Email,846.54
2022-04-27,YouTube,882.72
2022-04-28,Google Ads,1479.94
2022-04-28,Facebook Ads,310.21
2022-04-28,LinkedIn,977.51
2022-04-28,Instagram,1814.41
2022-04-28,Email,931.21
2022-04-28,YouTube,1213.27
2022-04-29,Google Ads,1693.09
2022-04-29,Facebook Ads,869.66
2022-04-29,LinkedIn,1273.44
2022-04-29,Instagram,674.97
2022-04-29,Email,1808.01
2022-04-29,YouTube,1905.29
2022-04-30,Google Ads,1234.4
2022-04-30,Facebook Ads,582.31
2022-04-30,LinkedIn,1009.48
2022-04-30,Instagram,1333.78
2022-04-30,Email,1075.17
2022-04-30,YouTube,1093.15
2022-05-01,Google Ads,1234.4
2022-05-01,Facebook Ads,996.31
2022-05-01,LinkedIn,881.82
2022-05-01,Instagram,1341.92
2022-05-01,Email,1139.46
2022-05-01,YouTube,935.46
2022-05-02,Google Ads,914.89
2022-05-02,Facebook Ads,1340.52
2022-05-02,LinkedIn,1700.51
2022-05-02,Instagram,502.76
2022-05-02,Email,1230.15
2022-05-02,YouTube,920.37
2022-05-03,Google Ads,1478.93
2022-05-03,Facebook Ads,1204.25
2022-05-03,LinkedIn,997.05
2022-05-03,Instagram,530.68
2022-05-03,Email,2037.55
2022-05-03,YouTube,1367.02
2022-05-04,Google Ads,1188.54
2022-05-04,Facebook Ads,1463.63
2022-05-04,LinkedIn,1222.1
2022-05-04,Instagram,714.73
2022-05-04,Email,861.08
2022-05-04,YouTube,968.29
2022-05-05,Google Ads,1627.31
2022-05-05,Facebook Ads,905.06
2022-05-05,LinkedIn,1470.45
2022-05-05,Instagram,1129.53
2022-05-05,Email,1125.97
2022-05-05,YouTube,748.35
2022-05-06,Google Ads,1167.94
2022-05-06,Facebook Ads,1279.39
2022-05-06,LinkedIn,1355.2
2022-05-06,Instagram,1005.11
2022-05-06,Email,1508.49
2022-05-06,YouTube,1000.22
2022-05-07,Google Ads,1208.15
2022-05-07,Facebook Ads,775.94
2022-05-07,LinkedIn,1294.59
2022-05-07,Instagram,1744.53
2022-05-07,Email,1569.96
2022-05-07,YouTube,1486.82
2022-05-08,Google Ads,1737.34
2022-05-08,Facebook Ads,1494.37
2022-05-08,LinkedIn,1278.72
2022-05-08,Instagram,731.76
2022-05-08,Email,1559.7
2022-05-08,YouTube,899.63
2022-05-09,Google Ads,1719.18
2022-05-09,Facebook Ads,1222.19
2022-05-09,LinkedIn,1508.76
2022-05-09,Instagram,1215.11
2022-05-09,Email,1604.19
2022-05-09,YouTube,1395.82
2022-05-10,Google Ads,1403.95
2022-05-10,Facebook Ads,1350.77
2022-05-10,LinkedIn,599.53
2022-05-10,Instagram,1736.01
2022-05-10,Email,678.37
2022-05-10,YouTube,1016.66
2022-05-11,Google Ads,1224.87
2022-05-11,Facebook Ads,890.8
2022-05-11,LinkedIn,1056.84
2022-05-11,Instagram,462.0
2022-05-11,Email,1217.26
2022-05-11,YouTube,1239.12
2022-05-12,Google Ads,1100.25
2022-05-12,Facebook Ads,917.65
2022-05-12,LinkedIn,1142.8
2022-05-12,Instagram,602.14
2022-05-12,Email,1971.53
2022-05-12,YouTube,1389.18
2022-05-13,Google Ads,1050.82
2022-05-13,Facebook Ads,1392.17
2022-05-13,LinkedIn,1031.43
2022-05-13,Instagram,1057.62
2022-05-13,Email,784.35
2022-05-13,YouTube,1165.88
2022-05-14,Google Ads,1742.05
2022-05-14,Facebook Ads,1283.2
2022-05-14,LinkedIn,952.77
2022-05-14,Instagram,1531.26
2022-05-14,Email,1273.02
2022-05-14,YouTube,1587.63
2022-05-15,Google Ads,1077.6
2022-05-15,Facebook Ads,1293.71
2022-05-15,LinkedIn,708.6
